1023,32,21
1241,30,14
589,25,15
737,34,21
1762,25,12
942,25,19
72,34,16
1408,27,14
260,22,13
52,15,8
199,27,18
1789,27,12
651,24,11
333,32,19
1360,27,16
594,23,13
1392,33,20
1801,31,19
1315,23,11
1112,35,25
1007,35,14
1327,37,26
427,35,28
1559,34,18
1294,29,19
591,26,15
1958,32,18
1977,27,16
1133,38,19
986,40,23
399,28,15
1512,22,10
437,17,9
193,31,15
1436,29,18
615,30,23
1494,26,15
577,22,10
987,45,33
1433,35,16
707,36,18
1259,26,10
142,33,22
1358,27,15
3,41,32
1222,28,15
1870,35,15
1623,37,14
340,27,12
1770,20,8
1537,33,11
484,30,22
266,31,19
377,29,12
742,35,19
1014,43,19
440,17,8
272,37,17
185,39,21
940,28,24
245,35,17
932,33,24
446,22,11
597,18,11
818,26,17
1273,37,23
1677,29,13
487,33,23
681,24,14
416,37,23
274,33,10
1472,24,14
1830,35,20
1455,35,23
251,36,21
414,42,19
1386,23,9
1308,25,15
716,42,17
311,33,18
927,43,29
382,31,16
1566,30,16
426,36,25
1875,36,24
533,20,12
753,43,27
766,46,27
1357,23,12
409,31,22
1615,44,24
695,28,14
1739,37,24
549,23,11
937,29,20
1390,34,17
1608,39,19
1940,30,15
1482,23,12
183,36,26
1941,30,17
1161,30,20
171,31,19
293,39,21
562,27,20
1457,35,19
1877,35,15
1652,43,23
850,25,15
273,37,13
1550,41,19
1035,33,20
1744,27,14
372,36,15
1670,23,9
722,47,24
734,33,22
778,31,19
519,22,13
335,33,19
846,23,13
1252,28,17
1053,29,17
1924,30,19
16,16,8
708,42,25
901,45,19
1980,30,19
1573,40,21
904,45,26
466,17,11
1978,30,18
200,31,14
1207,35,25
1056,36,17
1132,33,22
1380,27,20
999,42,23
728,46,24
1772,21,12
1910,28,18
1822,35,15
568,26,15
44,20,9
275,35,16
1097,32,17
102,26,19
1232,33,19
1722,40,22
1833,31,17
108,32,23
1618,43,21
498,26,19
1981,30,20
882,28,13
757,46,25
620,25,17
1107,33,19
1936,31,16
810,26,13
1038,33,24
73,46,21
1284,24,13
1272,34,20
1335,39,20
1459,32,22
482,31,19
1069,31,19
507,28,20
1238,37,23
1862,34,20
1990,26,11
1477,18,9
1867,27,13
1456,34,21
312,34,20
963,31,18
406,28,18
1331,41,26
1650,41,25
310,32,20
227,24,14
1858,32,16
711,41,21
1944,26,13
1384,28,17
1786,38,21
149,37,21
1555,36,22
1957,33,19
926,40,28
943,25,21
837,26,11
576,24,15
558,21,16
1236,34,19
1361,26,15
1348,41,25
1162,33,19
1443,31,22
287,27,17
1605,32,12
1058,38,23
599,15,10
933,32,23
1462,32,23
1638,34,21
1588,29,16
1041,27,11
1231,31,17
807,27,17
905,43,24
1680,32,19
1205,34,26
768,49,28
610,25,12
1993,28,11
1565,30,17
1423,29,19
1011,40,22
494,22,16
1321,29,15
278,34,15
1847,36,23
359,37,22
1111,37,21
237,36,19
552,29,14
1868,29,15
1813,37,20
209,27,13
1387,23,13
1561,35,19
59,27,17
632,22,16
1962,28,16
1860,31,11
1817,32,19
364,37,20
506,32,24
1166,32,19
1122,31,21
1630,33,20
1217,34,21
1152,33,19
1125,31,21
1595,28,17
119,40,26
1250,30,18
1994,28,12
523,22,12
514,28,20
82,35,25
916,32,17
1019,38,24
381,34,16
1030,34,20
1689,35,17
85,31,16
1678,31,15
330,21,10
7,35,21
746,33,24
1554,38,24
915,36,16
874,27,18
452,22,14
491,20,16
1481,22,11
288,30,21
949,32,25
1986,36,22
1369,28,19
1147,40,26
706,32,18
1727,44,29
1702,29,15
1629,31,20
1600,35,16
1539,31,14
1406,28,18
1651,40,23
328,31,17
443,17,9
775,34,20
1088,30,17
1221,26,12
1636,34,18
178,42,24
1323,33,19
705,33,17
87,31,21
1884,33,18
1948,24,15
458,26,17
1829,35,19
55,24,15
1502,23,12
644,24,13
678,24,14
222,40,22
114,46,23
983,39,26
1229,30,15
1000,41,26
175,36,22
782,27,14
590,26,16
1560,32,22
19,31,21
424,33,24
1344,36,19
286,29,18
1584,33,16
429,33,22
1510,19,6
1319,29,15
670,19,10
32,22,11
941,26,19
723,50,22
995,44,25
215,26,20
814,30,17
327,29,19
561,24,17
1113,36,24
701,33,13
1579,39,20
1190,44,31
342,30,17
630,23,13
148,33,15
1310,27,18
361,31,16
84,44,27
49,28,13
469,17,10
156,29,17
773,31,22
1240,35,20
1201,28,19
1403,29,18
1203,29,19
1631,29,18
501,26,20
1765,25,12
180,44,27
1048,24,10
1756,32,16
951,32,25
1317,26,15
1620,42,25
529,24,16
347,33,17
1388,22,10
1961,26,15
1051,26,17
1973,29,15
1442,30,22
602,19,11
1282,24,14
244,34,19
1337,40,21
1068,33,20
1476,19,11
313,30,19
436,19,11
1899,27,15
1329,44,26
309,32,16
431,30,22
661,17,7
371,33,18
567,26,19
980,41,21
182,47,26
1363,28,17
622,28,18
819,27,20
1193,37,24
953,37,25
1422,33,15
1841,40,21
923,38,18
1074,31,11
297,31,17
967,32,17
462,20,13
1303,29,19
1177,48,26
378,27,14
799,28,15
1103,34,18
106,21,14
127,29,17
1996,27,10
839,32,15
356,38,19
1617,38,26
683,27,17
813,28,15
1681,34,18
210,26,14
1493,29,18
141,39,27
1975,28,16
1340,38,21
1798,28,12
1575,45,25
1182,45,29
1394,39,22
1816,33,19
712,40,20
1794,31,17
893,30,20
860,23,13
11,16,7
1695,34,20
1428,35,21
283,43,26
811,26,11
1342,35,24
292,41,24
755,43,24
627,22,13
944,26,20
862,25,16
130,38,20
1176,47,23
324,34,20
1091,31,13
844,27,17
964,30,23
1865,32,12
866,21,11
922,34,19
696,29,14
216,27,17
1781,31,25
1262,24,15
159,28,17
1059,38,23
989,48,26
842,32,21
635,27,19
517,27,12
1429,34,19
1748,28,15
598,14,7
196,37,24
1784,36,21
870,23,10
411,37,25
97,28,18
1001,39,23
1506,18,8
157,29,17
420,37,22
1803,29,15
478,20,10
1856,37,15
669,19,9
1418,28,17
1872,41,21
1300,29,20
448,21,8
554,29,13
179,45,20
391,36,19
579,26,16
1478,19,9
1707,32,16
1288,26,19
1645,42,21
1024,30,19
821,37,26
1825,33,17
985,43,20
1339,36,20
665,18,7
143,26,13
1517,30,18
1430,37,21
865,21,14
422,41,24
637,31,18
1407,28,16
800,33,19
1404,30,15
616,29,25
295,30,17
924,40,24
1269,30,19
1903,30,16
89,32,19
42,21,13
1802,34,19
1934,25,15
132,36,22
1002,39,23
1158,26,17
1095,30,18
1855,38,19
1345,40,19
1499,24,12
165,37,20
725,46,23
291,47,22
1209,37,26
1589,29,18
1897,27,15
1642,37,19
1362,27,18
779,33,20
840,31,19
349,34,16
1945,25,15
572,23,15
918,35,21
977,35,21
1914,26,15
1469,31,20
1592,26,18
1318,27,14
1845,37,21
137,40,23
459,25,15
376,32,13
1343,34,21
334,36,22
1160,31,22
1761,23,9
1458,34,21
817,29,18
1115,30,19
1006,38,19
1857,33,16
1955,28,16
1851,44,18
911,42,19
1930,35,18
1126,31,20
329,31,18
1248,27,17
319,41,23
1690,35,22
1359,26,16
1733,38,27
168,39,24
13,23,17
1927,34,19
172,29,18
650,22,11
1062,38,22
261,18,12
1367,31,25
1549,36,17
902,46,22
673,23,10
259,35,23
845,25,16
868,22,9
1800,33,20
139,41,19
894,29,21
1838,34,17
550,25,16
320,45,24
1527,27,9
1806,30,17
1178,43,25
559,21,16
140,43,20
1735,39,28
532,20,9
225,33,24
724,48,21
787,28,15
1718,41,23
1008,36,13
410,37,26
326,32,17
1766,24,9
300,41,23
1263,26,16
1946,25,15
26,23,13
1859,31,17
715,45,17
1010,38,21
194,36,22
441,17,9
574,23,16
947,30,21
998,41,24
504,26,21
606,24,15
1717,44,25
1164,34,21
1787,31,18
847,21,15
4,44,26
1287,23,15
1223,27,14
468,15,8
322,41,27
6,41,22
223,38,21
1375,29,20
548,17,11
229,26,18
40,25,17
543,15,8
243,29,20
899,42,18
1134,36,22
1449,30,19
1869,30,14
843,27,20
1419,30,17
1654,45,27
1970,29,14
662,18,7
1211,40,26
315,42,22
692,33,18
1504,19,6
425,37,25
595,20,13
1964,28,17
623,25,18
1171,33,20
1044,22,10
228,28,20
1118,26,15
1332,42,24
1316,21,14
67,33,17
25,22,14
145,34,21
537,23,13
812,27,13
1467,35,20
86,34,17
1661,38,21
1646,39,21
1805,31,20
1818,30,15
1577,42,27
1145,37,26
363,36,20
1612,45,22
1866,32,15
1027,26,17
1031,36,19
1304,30,20
1356,23,14
1731,47,28
666,20,9
365,41,26
78,33,20
28,23,10
1437,31,20
526,20,12
1835,31,17
56,27,15
639,28,15
303,33,17
719,43,21
625,25,15
8,36,23
804,30,17
1050,26,15
337,32,17
48,18,13
1764,26,13
107,21,12
350,35,18
1080,28,18
239,23,14
214,28,15
1776,30,19
1139,35,21
794,30,20
1587,32,20
1583,31,17
1672,26,14
524,19,9
233,29,19
645,24,13
1508,20,8
534,23,12
1942,28,17
604,19,12
1330,45,26
1075,30,15
1305,29,20
61,16,4
1264,30,15
93,26,17
667,20,12
281,40,27
1114,31,21
360,28,12
1129,35,23
1170,31,21
848,23,14
1522,30,16
111,24,9
43,20,11
126,28,19
205,30,14
53,17,11
546,18,6
69,36,21
1741,33,23
1548,38,20
184,31,26
138,41,20
900,41,18
797,27,15
133,44,27
81,37,22
1987,31,19
1541,34,15
542,16,9
1669,22,8
984,38,23
166,42,24
249,35,16
447,20,12
1515,25,10
859,25,14
1212,38,28
98,30,19
1974,28,20
738,36,22
1256,32,19
103,21,13
435,22,13
75,48,28
1792,27,13
1235,37,19
919,38,25
1712,40,23
1671,25,13
1621,39,25
763,49,20
990,46,29
389,36,22
236,36,19
1507,20,6
268,23,12
1188,47,28
118,41,26
1607,37,16
674,23,12
250,34,23
1453,37,21
1995,29,12
95,33,19
34,19,8
1464,30,22
1668,23,8
449,23,14
717,39,18
1810,39,23
1518,29,20
1,35,21
1376,27,18
1102,34,21
1109,32,23
1227,29,17
83,39,25
1289,26,17
677,23,12
1921,33,20
1047,22,9
771,33,19
1947,25,15
1281,22,12
1581,37,19
1489,28,16
405,26,16
1728,41,27
1299,27,16
1341,37,22
105,20,13
689,32,18
1306,29,18
827,32,19
63,22,13
853,24,12
1354,31,19
224,40,19
146,35,24
1089,28,15
374,30,15
1421,29,14
1143,42,27
1827,32,16
1495,28,12
1602,31,14
1271,29,22
10,24,17
450,18,13
709,47,28
256,30,16
883,28,18
390,39,19
909,42,21
925,40,24
1704,35,23
1233,32,16
461,22,17
1270,29,18
1760,26,14
1169,32,19
959,31,23
502,25,17
740,33,21
1850,45,16
869,23,15
732,42,16
540,18,10
1202,28,22
698,33,12
1393,38,20
1377,29,21
1146,40,29
1032,36,21
373,37,19
668,19,9
1526,28,14
358,34,19
968,30,19
784,28,16
736,33,23
1036,36,24
971,32,21
1525,26,10
1487,25,21
1524,29,17
1491,28,21
1643,33,17
1253,29,14
1694,32,19
1750,28,16
1237,34,18
886,25,12
80,34,20
1173,35,21
815,30,18
1286,26,17
672,21,12
1532,27,11
58,28,17
134,39,23
1141,44,25
934,35,23
1685,30,15
824,34,21
1215,32,19
505,31,19
1775,30,16
348,41,23
387,29,19
1025,30,20
895,32,20
829,31,20
1893,26,17
476,16,8
1471,21,13
1448,27,17
1582,33,19
653,19,8
173,29,17
1150,33,19
39,27,21
714,41,18
91,30,17
1937,29,18
1206,35,26
876,28,16
1352,28,17
1890,35,18
1094,32,19
1156,26,18
1782,35,23
1959,28,13
500,29,21
339,25,14
1189,47,28
29,26,16
1218,32,14
1400,35,19
1821,37,13
946,26,22
170,34,17
1405,27,15
1198,29,22
1254,31,18
1614,47,27
913,42,25
492,23,16
954,34,25
1098,33,16
1033,35,21
588,24,16
751,36,20
658,13,6
235,36,18
733,38,21
1989,26,12
1633,27,15
1157,26,19
1470,27,19
1425,37,20
1628,33,17
935,36,23
1210,40,29
1066,39,26
109,29,15
1543,38,18
569,25,18
1168,31,18
1175,44,23
891,25,17
948,30,22
1049,24,10
1353,27,16
1778,29,20
1447,27,17
885,25,14
1673,29,17
851,24,15
735,33,16
718,40,19
455,20,16
265,28,19
76,44,26
1658,46,23
445,19,11
396,28,17
177,37,23
1043,23,11
1736,40,24
1402,30,21
1381,32,21
596,18,11
62,16,6
1297,25,20
873,29,18
1490,31,23
1879,40,24
279,34,18
37,25,16
1976,27,16
663,19,8
1954,27,10
1445,30,18
978,37,25
1572,40,23
739,32,22
192,28,15
920,35,21
457,26,18
676,22,12
761,45,26
1808,29,16
1603,32,15
729,47,22
413,40,26
1099,31,16
826,32,19
1640,34,19
617,27,18
115,33,23
418,37,26
1911,29,15
970,31,20
605,21,14
1919,30,18
90,28,15
849,23,16
1520,27,15
1918,27,21
754,39,21
499,27,21
1277,29,19
1326,39,26
12,22,11
397,32,21
285,29,19
1067,36,25
1192,38,22
1745,29,14
691,33,20
1753,28,20
1876,37,20
690,32,18
852,24,16
160,32,19
896,36,21
1576,48,26
258,35,22
336,27,16
1880,42,24
1040,26,16
516,27,18
1349,40,25
1016,41,26
769,42,25
1747,30,16
762,48,20
1247,32,22
1204,31,24
1468,34,20
1984,33,19
522,25,22
23,23,18
357,38,23
1278,25,14
1313,25,15
1683,33,17
341,34,16
432,29,17
474,18,9
218,30,17
912,42,23
1228,29,17
1597,30,15
1012,42,24
1950,27,18
94,30,19
1009,38,20
1071,36,22
1093,30,18
1915,29,12
1309,25,17
697,31,13
1828,32,17
997,43,28
154,29,13
1100,32,17
1719,45,26
1998,25,9
790,29,18
581,23,16
704,35,13
1213,41,22
1296,27,17
1666,28,14
1261,21,12
488,31,21
560,22,16
1142,41,27
1120,30,21
802,34,22
513,29,17
634,26,16
1922,28,16
1788,28,15
1546,38,20
1151,34,23
791,30,18
117,37,24
741,40,24
1691,30,18
1082,27,14
831,34,20
120,37,26
657,17,4
1908,26,13
636,24,12
370,35,21
269,22,9
656,16,4
936,34,24
823,36,22
867,22,9
47,21,13
1374,30,20
1709,37,20
992,43,30
877,30,19
774,34,20
1220,27,16
2000,26,13
5,41,19
1004,36,19
1724,44,27
264,24,13
1570,36,16
1831,36,19
444,16,8
1003,40,23
1078,30,16
838,32,18
1791,27,13
305,27,15
1366,31,24
1558,31,18
314,32,16
150,35,25
1149,31,18
1214,36,23
575,24,18
51,19,12
1553,37,20
727,47,24
834,28,11
1378,28,19
1116,28,21
1167,30,20
471,16,10
972,32,23
654,19,7
400,28,13
512,27,18
321,45,25
20,25,19
685,38,18
36,23,14
903,45,28
1779,30,21
828,33,23
1854,44,20
408,29,17
921,32,16
538,19,9
759,43,23
1905,33,17
1063,36,24
1200,29,18
246,36,21
1417,29,18
1128,32,21
785,28,17
1743,32,18
490,23,13
155,29,20
962,31,20
854,21,11
1312,30,13
626,25,13
686,36,22
1562,34,18
570,24,13
1909,30,10
18,25,15
128,32,23
1347,39,28
1280,20,9
1969,29,15
928,38,26
981,39,24
1965,29,18
191,28,16
1140,37,20
993,42,27
1956,32,21
1657,45,25
607,23,14
181,53,28
302,44,24
497,24,17
1721,40,24
1710,37,21
1888,33,18
1992,28,12
518,25,13
1985,35,24
1070,33,20
477,18,10
158,35,27
1244,34,21
1196,27,22
17,15,9
1536,35,9
1073,30,13
1972,30,15
547,20,12
1540,33,15
659,14,6
1626,34,18
1020,41,25
1663,32,16
1505,17,6
960,30,19
1882,42,28
284,36,22
798,26,16
1627,33,20
226,29,18
27,21,13
1771,21,9
438,17,11
1949,24,17
1389,29,15
230,28,19
38,25,16
750,35,23
1046,22,11
1399,35,24
470,16,8
1693,29,14
1968,28,14
688,32,20
1844,43,20
640,29,16
1713,43,25
1219,29,18
1159,28,20
1416,24,14
1528,25,8
1656,47,23
1301,29,18
1823,36,17
801,34,23
1604,35,15
161,33,20
957,32,23
1187,45,27
822,34,22
1682,33,19
878,31,20
914,41,24
153,30,18
1871,40,21
1777,34,19
510,30,18
1136,34,23
1251,29,19
1684,32,16
104,22,11
1446,30,17
1444,34,22
587,27,20
1769,20,9
1144,40,25
54,18,12
152,29,18
404,26,17
1943,29,14
208,24,13
1895,26,15
1123,30,22
1891,31,19
9,27,14
1015,42,22
1907,32,16
1061,37,24
453,24,14
254,33,23
1328,42,30
897,40,24
1734,43,27
881,29,16
1596,31,18
1889,33,18
624,26,16
346,33,18
1703,36,21
263,19,13
1635,33,19
1322,30,20
1439,29,18
151,32,17
473,13,9
641,28,16
1983,34,24
1883,39,23
551,29,13
1780,29,21
929,42,27
489,25,15
1812,39,22
1172,38,24
147,26,16
1705,37,21
1929,31,21
403,31,21
955,33,23
1878,40,22
660,17,6
1373,29,19
464,18,11
1350,37,24
187,38,22
1148,37,19
1225,28,14
609,23,16
144,29,17
752,41,26
1535,36,15
982,38,19
198,25,17
1634,28,14
884,24,13
280,40,22
294,30,17
1824,34,14
401,29,21
123,36,24
1208,35,22
203,30,15
1463,32,21
836,25,14
247,36,20
1440,28,16
1754,32,19
1902,31,18
1708,33,19
1881,45,32
1154,32,16
1662,34,20
1427,33,19
385,33,22
1759,26,15
855,22,12
1590,32,20
220,40,23
642,28,18
2,41,24
113,40,23
699,34,13
1916,30,14
952,34,27
1649,38,25
1637,37,20
1886,35,20
1411,24,17
1410,24,16
1534,35,14
1292,27,15
1809,33,18
442,16,12
1521,27,14
1137,36,21
1716,45,25
1257,30,16
1864,33,17
1632,27,21
1696,35,16
1398,32,24
664,18,8
1836,30,13
1258,24,16
1774,27,14
1701,31,14
318,46,19
649,22,10
1435,33,23
1480,22,13
710,42,22
1383,30,21
1283,25,13
973,34,23
628,22,12
633,25,16
1307,31,18
1401,35,20
1409,25,14
1249,25,16
1953,29,15
1255,31,18
1497,25,15
1372,27,18
1530,23,9
1664,33,14
1355,27,22
1926,35,20
1901,30,17
1644,37,26
1849,44,24
796,28,18
646,24,13
1013,42,20
1840,39,21
557,21,14
682,27,19
578,22,11
1110,36,23
1267,33,17
1723,44,17
1184,49,30
525,24,16
1060,37,22
541,18,10
1195,32,24
1679,30,17
749,31,26
1852,41,17
1431,35,18
485,33,15
1758,30,17
96,25,15
1021,38,29
564,26,17
1265,33,19
743,35,22
864,24,16
1599,37,16
1715,42,21
1485,24,17
892,27,19
1578,36,22
1039,27,18
207,27,17
393,29,16
795,28,18
871,23,15
398,32,16
767,47,26
1842,37,21
1242,32,15
1029,33,22
1793,32,18
643,25,15
1892,30,16
613,30,18
1763,27,14
961,34,20
1571,39,26
726,48,28
684,37,21
99,31,18
805,33,18
1752,27,16
1598,37,16
407,27,21
503,24,16
1072,32,20
1057,38,24
930,42,27
780,29,18
201,31,18
135,33,13
1052,30,16
41,24,16
1018,41,22
231,23,16
1514,21,15
1797,28,13
379,33,16
289,34,19
419,40,27
1699,28,16
392,32,17
593,25,14
1523,27,14
1163,34,21
1087,33,16
1496,28,15
648,23,10
1153,32,21
1368,30,24
521,26,15
1863,36,16
65,31,20
1837,32,18
15,15,6
1181,42,26
1065,41,25
493,23,16
380,29,14
188,33,25
764,49,21
217,31,19
792,32,20
1077,29,14
879,28,21
338,26,15
1773,26,15
720,49,28
1749,31,18
296,28,15
1726,44,23
1017,44,25
1276,28,23
1751,28,17
1486,24,17
456,23,17
1997,27,12
816,26,18
1887,39,22
270,29,11
996,45,28
202,31,17
162,35,23
1580,39,17
730,43,20
402,30,19
703,33,14
1501,22,11
1846,37,17
1796,25,13
1130,29,17
566,24,17
1414,25,13
1022,34,23
1026,29,20
1412,25,13
1896,28,16
1586,32,13
1105,36,19
206,31,18
35,19,11
776,37,21
509,29,16
1452,34,18
1479,21,9
1971,25,13
1391,34,18
92,26,11
1364,29,18
898,41,20
565,23,15
1370,28,19
777,37,19
242,25,17
14,25,16
316,41,18
601,19,11
388,32,17
1298,25,17
167,43,27
841,32,18
21,24,20
647,24,16
1843,39,21
1509,20,8
1155,24,15
1529,23,9
832,35,20
1268,31,16
1591,31,21
1900,26,14
563,26,21
1952,32,19
687,35,23
958,33,23
190,26,17
1807,30,13
976,32,21
700,34,12
1500,22,12
1706,30,14
511,29,18
1083,31,20
475,18,14
1585,34,20
857,21,11
748,34,20
253,31,20
22,26,14
1338,33,15
460,23,14
1185,46,29
277,44,21
956,32,28
1216,35,23
386,33,20
806,30,19
1438,30,18
1516,28,16
344,33,18
770,35,21
1333,43,22
1686,28,12
131,35,17
1688,36,15
872,27,20
1124,30,21
1397,36,15
88,31,18
1483,22,13
331,21,9
1239,35,21
467,16,9
122,33,25
1639,39,23
1045,22,9
1725,44,28
1096,29,15
1131,30,17
1295,28,18
861,23,14
1460,30,17
1127,32,22
